NAME,Population,Median Age,Median Household Income,Unemployment Rate,Wage-based Gini,White-alone,Bachelor,Poverty,Labor,Manufacturing,Children,Foreign-born,Housing,Vacancy,Owner,State,Place,Cluster
"Willard city, Missouri",5519,34.7,61188,56.0,0.4088,5166.0,695.0,1653.0,2888.0,53382.0,26.0,1537.0,2012.0,45.0,1496.0,29,79882,0
"High Point city, North Carolina",111714,36.2,47234,3814.0,0.4694,55277.0,15098.0,25439.0,55012.0,36017.0,14942.0,23878.0,46789.0,5429.0,22653.0,37,31400,0
"Garner town, North Carolina",29462,37.6,65064,743.0,0.3931,18977.0,5849.0,6236.0,16365.0,69258.0,2149.0,5837.0,12369.0,727.0,7738.0,37,25480,0
"Steubenville city, Ohio",17988,40.0,38600,658.0,0.4795,14166.0,1425.0,3003.0,7734.0,42273.0,537.0,2734.0,9077.0,1849.0,3630.0,39,74608,0
"Moore city, Oklahoma",60943,34.3,65915,1487.0,0.3724,47499.0,7600.0,14213.0,34441.0,43888.0,2872.0,13301.0,24568.0,1278.0,15908.0,40,49200,0
"Warrenton town, Virginia",9913,38.7,73402,169.0,0.4198,8149.0,1665.0,2401.0,5094.0,43309.0,901.0,2217.0,4023.0,281.0,2282.0,51,83136,0
"Alexandria city, Virginia",157613,36.8,100939,3045.0,0.4472,98017.0,35528.0,27669.0,102738.0,70395.0,42936.0,26788.0,76357.0,5759.0,30553.0,51,1000,0
"Round Rock city, Texas",124434,34.3,82676,3732.0,0.3882,93592.0,21968.0,32135.0,71308.0,67075.0,18029.0,30307.0,42562.0,3319.0,23675.0,48,63500,0
"Lavon city, Texas",3271,32.5,89474,38.0,0.313,2453.0,473.0,998.0,1801.0,65375.0,303.0,962.0,1038.0,0.0,921.0,48,41800,0
"Burlington city, Vermont",42545,26.8,51394,1073.0,0.4957,36284.0,7148.0,4464.0,25090.0,39497.0,5014.0,4288.0,17326.0,774.0,5933.0,50,10675,0
"Winooski city, Vermont",7242,31.9,51728,151.0,0.4558,5604.0,1158.0,1118.0,4084.0,33450.0,1557.0,896.0,3259.0,70.0,1175.0,50,85150,0
"Euless city, Texas",55763,35.3,65921,1112.0,0.4033,36404.0,8938.0,12494.0,32736.0,51938.0,12122.0,11692.0,23753.0,1957.0,9564.0,48,24768,0
"Texarkana city, Texas",36688,36.0,45080,1339.0,0.55,20233.0,3718.0,9090.0,15786.0,45094.0,1810.0,8245.0,16668.0,2643.0,7114.0,48,72368,0
"Deer Park city, Texas",33855,35.5,80592,1373.0,0.3836,29964.0,3066.0,8054.0,18185.0,75865.0,3690.0,7226.0,11965.0,835.0,8398.0,48,19624,0
"Dripping Springs city, Texas",4119,37.9,80000,65.0,0.4964,3947.0,676.0,945.0,2199.0,121364.0,317.0,795.0,1416.0,94.0,892.0,48,21424,0
"Nixa city, Missouri",21544,35.6,58402,387.0,0.392,20304.0,2949.0,5687.0,10480.0,40075.0,751.0,5515.0,8842.0,675.0,5446.0,29,52616,0
"Cortland city, New York",18739,27.5,44317,475.0,0.46,17360.0,1552.0,2662.0,9376.0,35962.0,353.0,2534.0,7952.0,1295.0,3109.0,36,18388,0
"Sawmills town, North Carolina",5165,46.6,52951,124.0,0.4134,4548.0,251.0,785.0,2447.0,34042.0,271.0,759.0,2279.0,320.0,1305.0,37,59540,0
"Mount Airy city, North Carolina",10193,47.9,38515,257.0,0.5389,8873.0,1170.0,1847.0,4074.0,36987.0,439.0,1576.0,5464.0,893.0,2574.0,37,44800,0
"Mebane city, North Carolina",14952,34.7,64726,432.0,0.4008,9979.0,2732.0,4225.0,7520.0,52500.0,985.0,4030.0,6273.0,510.0,3565.0,37,42240,0
"Morrisville town, North Carolina",26280,33.8,101738,517.0,0.3881,10578.0,6592.0,7156.0,14821.0,95020.0,9677.0,7077.0,10391.0,692.0,4611.0,37,44520,0
"Asheville city, North Carolina",91560,39.0,49930,1418.0,0.4666,76941.0,20073.0,15411.0,49993.0,37318.0,6818.0,14559.0,46331.0,5540.0,19656.0,37,2140,0
"Minot city, North Dakota",48261,31.8,66194,732.0,0.4187,41079.0,7047.0,9968.0,28954.0,36192.0,2721.0,9538.0,24132.0,3153.0,11889.0,38,53380,0
"Grafton city, North Dakota",4182,40.5,52760,85.0,0.4949,3834.0,306.0,952.0,2078.0,41106.0,253.0,886.0,1989.0,183.0,1146.0,38,31820,0
"Dublin city, Ohio",46499,40.1,137867,627.0,0.4197,34346.0,13296.0,12943.0,24610.0,98295.0,8861.0,12651.0,17472.0,642.0,12813.0,39,22694,0
"Tallmadge city, Ohio",17589,46.5,75622,366.0,0.3953,16190.0,2837.0,3374.0,8904.0,62871.0,511.0,3285.0,7443.0,330.0,5717.0,39,76106,0
"Green city, Ohio",25760,41.9,75566,485.0,0.4349,24292.0,4222.0,5932.0,13241.0,60168.0,967.0,5786.0,10700.0,776.0,7275.0,39,31860,0
"Newport News city, Virginia",179673,33.5,53215,5342.0,0.4438,86132.0,19250.0,39552.0,95219.0,49538.0,13462.0,36641.0,77759.0,7924.0,34160.0,51,56000,0
"Lynchburg city, Virginia",80569,28.3,46409,2256.0,0.4623,52348.0,9472.0,14601.0,39127.0,38917.0,4220.0,13084.0,32410.0,4137.0,13774.0,51,47672,0
"Lake Oswego city, Oregon",39127,46.9,108927,789.0,0.4879,33567.0,11806.0,8192.0,20168.0,124306.0,4369.0,7959.0,17282.0,791.0,12139.0,41,40550,0
"Bend city, Oregon",93917,38.9,65662,2437.0,0.4563,86897.0,18546.0,20226.0,50405.0,41711.0,4763.0,19443.0,41926.0,3614.0,22971.0,41,5800,0
"Clemson city, South Carolina",16463,24.4,43568,308.0,0.5512,13351.0,1805.0,1766.0,8453.0,38150.0,1614.0,1605.0,7650.0,899.0,2808.0,45,14950,0
"Charleston city, South Carolina",135257,34.8,68438,2621.0,0.5001,100193.0,32417.0,22072.0,77396.0,54022.0,6516.0,21232.0,64010.0,8121.0,31053.0,45,13330,0
"Aiken city, South Carolina",30671,47.7,56199,690.0,0.4649,20082.0,5251.0,5182.0,13661.0,50365.0,973.0,4835.0,14280.0,1357.0,8515.0,45,550,0
"Prosper town, Texas",22517,35.8,146733,220.0,0.3784,18768.0,5234.0,7549.0,10748.0,107097.0,2012.0,7332.0,7087.0,453.0,5735.0,48,59696,0
"Rock Hill city, South Carolina",73334,34.6,50444,2259.0,0.4619,39977.0,9291.0,15335.0,39491.0,35135.0,4161.0,13953.0,31205.0,1954.0,15369.0,45,61405,0
"North Myrtle Beach city, South Carolina",16200,58.3,60982,597.0,0.4491,15184.0,3039.0,1556.0,7534.0,51905.0,1453.0,1245.0,28203.0,20645.0,5766.0,45,51280,0
"Concord city, North Carolina",91980,36.8,67984,2616.0,0.4413,59624.0,14251.0,23084.0,49330.0,42486.0,9930.0,21792.0,36101.0,3573.0,22024.0,37,14100,0
"Dickinson city, North Dakota",22882,32.6,68718,335.0,0.4551,20588.0,2454.0,5613.0,12415.0,56058.0,737.0,5453.0,10939.0,1500.0,4942.0,38,19620,0
"Missouri City city, Texas",74557,39.6,87915,2755.0,0.3936,24796.0,14416.0,15893.0,41178.0,64577.0,17458.0,14140.0,25797.0,1148.0,20086.0,48,48804,0
"Allen city, Texas",101699,37.9,105925,2537.0,0.4013,69257.0,22106.0,27914.0,55083.0,89037.0,19959.0,27260.0,34773.0,1242.0,24844.0,48,1924,0
"Grand Prairie city, Texas",192565,33.4,67388,4703.0,0.3949,113323.0,18815.0,51838.0,101944.0,40549.0,43966.0,45919.0,65511.0,4523.0,38235.0,48,30464,0
"Lewisville city, Texas",106386,32.8,64493,2282.0,0.3826,69490.0,17326.0,25226.0,63478.0,42828.0,23777.0,23220.0,42678.0,3640.0,16444.0,48,42508,0
"Ennis city, Texas",19559,33.8,57619,314.0,0.3978,14503.0,1396.0,5250.0,9828.0,34607.0,3247.0,4850.0,7063.0,506.0,4095.0,48,24348,0
"Renton city, Washington",101484,36.2,77739,2126.0,0.4202,50824.0,18218.0,21499.0,58005.0,70428.0,29079.0,20248.0,41089.0,1843.0,20483.0,53,57745,0
"Gresham city, Oregon",110494,36.7,54084,3492.0,0.4208,87041.0,10973.0,25777.0,56522.0,40940.0,18125.0,24092.0,42479.0,2426.0,21671.0,41,31250,0
"Kingsport city, Tennessee",53376,44.5,42856,1471.0,0.5233,48671.0,6299.0,10264.0,23136.0,59183.0,1284.0,9675.0,26532.0,2892.0,14733.0,47,39560,0
"Morristown city, Tennessee",29782,37.8,32193,965.0,0.4807,23817.0,1911.0,6385.0,12498.0,29690.0,2744.0,5811.0,12923.0,1284.0,5838.0,47,50280,0
"Bartlett city, Tennessee",59102,41.8,84688,1191.0,0.3716,42865.0,8735.0,12804.0,30351.0,61585.0,3616.0,11673.0,21220.0,861.0,17354.0,47,3440,0
"Goodlettsville city, Tennessee",16870,40.4,60268,459.0,0.4626,11917.0,2759.0,3167.0,9065.0,49124.0,1198.0,2781.0,7200.0,421.0,4050.0,47,29920,0
"Kirksville city, Missouri",17554,23.6,33575,524.0,0.5272,15715.0,1204.0,2653.0,7384.0,34977.0,922.0,2502.0,7745.0,1332.0,3022.0,29,39026,0
"Missoula city, Montana",73710,32.8,47426,2208.0,0.4866,67130.0,13688.0,12718.0,45087.0,36793.0,2505.0,12489.0,34166.0,1853.0,15312.0,30,50200,0
"Wilson city, North Carolina",49272,38.6,42036,2008.0,0.4818,20429.0,5378.0,10610.0,23398.0,33643.0,3469.0,9566.0,22057.0,2390.0,9686.0,37,74540,0
"Hickory city, North Carolina",40634,38.1,47652,1729.0,0.5118,28899.0,5690.0,8589.0,20424.0,32711.0,3642.0,8079.0,18742.0,2052.0,9153.0,37,31060,0
"Burlington city, North Carolina",53063,38.9,43225,1812.0,0.4829,29830.0,6597.0,11141.0,27611.0,29032.0,6526.0,10500.0,24482.0,2473.0,11330.0,37,9060,0
"Albemarle city, North Carolina",15980,40.2,44269,580.0,0.459,10928.0,1449.0,3495.0,7471.0,38770.0,804.0,3187.0,7424.0,1204.0,3648.0,37,680,0
"Vandalia city, Ohio",15045,41.0,58277,229.0,0.4198,13751.0,1824.0,2850.0,8548.0,55179.0,507.0,2802.0,6975.0,250.0,3935.0,39,79492,0
"Westerville city, Ohio",39877,41.9,93717,649.0,0.3725,34483.0,8510.0,8551.0,21498.0,73278.0,2659.0,8039.0,15259.0,693.0,11309.0,39,83342,0
"Sugar Land city, Texas",118709,42.2,121274,2889.0,0.4392,61783.0,28503.0,26097.0,61324.0,95280.0,41404.0,24665.0,41046.0,1748.0,31979.0,48,70808,0
"Greenville city, Texas",27442,34.3,44622,714.0,0.437,17790.0,2383.0,6651.0,13103.0,40545.0,2667.0,6078.0,10958.0,621.0,5181.0,48,30920,0
"The Woodlands CDP, Texas",113819,40.4,122634,1927.0,0.4905,95852.0,28868.0,30855.0,54895.0,122642.0,22488.0,30433.0,44464.0,3172.0,29137.0,48,72656,0
"Elgin city, Texas",10064,33.5,58816,511.0,0.3724,4868.0,535.0,2537.0,5097.0,43435.0,1323.0,2322.0,3078.0,328.0,1551.0,48,23044,0
"Lakeway city, Texas",15138,48.4,132899,215.0,0.4318,13836.0,5098.0,3337.0,7242.0,133581.0,1081.0,3165.0,6642.0,599.0,5073.0,48,40984,0
"Johnson City city, Tennessee",66515,35.6,41682,1873.0,0.5411,56945.0,9849.0,12108.0,33814.0,44960.0,4076.0,11575.0,32476.0,3588.0,14487.0,47,38320,0
"Germantown city, Tennessee",39193,44.8,118163,559.0,0.4536,35479.0,10218.0,9469.0,19421.0,93449.0,3041.0,9069.0,15451.0,755.0,12641.0,47,28960,0
"Greenville city, South Carolina",67737,34.3,56609,1654.0,0.5398,47683.0,13877.0,12420.0,38749.0,54367.0,4492.0,11790.0,33709.0,3767.0,13218.0,45,30850,0
"Independence city, Missouri",117084,40.1,50592,2875.0,0.4433,93231.0,10653.0,25556.0,58523.0,43347.0,5789.0,23901.0,53539.0,5452.0,29169.0,29,35000,0
"Keene city, New Hampshire",22953,36.4,56971,517.0,0.4504,21285.0,3628.0,3240.0,12112.0,57193.0,1116.0,3208.0,9980.0,788.0,4861.0,33,39300,0
"Morganton city, North Carolina",16481,40.7,42137,345.0,0.471,12039.0,1428.0,3744.0,6628.0,29048.0,1810.0,3621.0,7323.0,1142.0,3323.0,37,44400,0
"Valley City city, North Dakota",6460,43.1,46926,77.0,0.472,5867.0,963.0,1049.0,3781.0,34124.0,189.0,1033.0,3463.0,270.0,1883.0,38,81180,0
"Macedonia city, Ohio",11873,45.4,97440,155.0,0.3887,9933.0,2388.0,2281.0,6892.0,57218.0,491.0,2219.0,4715.0,105.0,4286.0,39,45976,0
"Hilliard city, Ohio",36411,36.8,96959,690.0,0.4218,31606.0,7876.0,9272.0,20465.0,80152.0,2539.0,9067.0,14248.0,431.0,9757.0,39,35476,0
"Fredericksburg city, Virginia",28622,30.4,65641,787.0,0.4579,17839.0,3901.0,5773.0,16645.0,41601.0,2908.0,5401.0,11725.0,963.0,3817.0,51,29744,0
"League City city, Texas",103310,35.2,109073,2556.0,0.3818,83693.0,20139.0,27995.0,55313.0,102478.0,10615.0,27125.0,38128.0,1778.0,27681.0,48,41980,0
"Celina city, Texas",11116,34.1,124375,59.0,0.435,9795.0,2270.0,3486.0,5821.0,131563.0,657.0,3358.0,3679.0,213.0,2798.0,48,13684,0
"Georgetown city, Texas",71004,46.3,73822,1791.0,0.4181,63321.0,13470.0,12983.0,30646.0,51222.0,5151.0,12152.0,28476.0,1347.0,19600.0,48,29336,0
"Spartanburg city, South Carolina",37424,34.6,40053,1300.0,0.5089,17520.0,4522.0,8093.0,17925.0,35758.0,1607.0,7479.0,17667.0,2513.0,7005.0,45,68290,0
"Murfreesboro city, Tennessee",136366,30.4,62003,3942.0,0.4349,98046.0,21335.0,30028.0,77894.0,47303.0,9330.0,28569.0,53996.0,3801.0,26233.0,47,51560,0
"Clarksville city, Tennessee",152934,29.6,53604,4608.0,0.4077,99524.0,17350.0,39293.0,78221.0,36197.0,8139.0,36776.0,62805.0,6545.0,29833.0,47,15160,0
"Summit village, Wisconsin",4917,51.1,113854,74.0,0.4131,4797.0,1034.0,844.0,2707.0,92204.0,120.0,816.0,2245.0,303.0,1785.0,55,78375,0
"Beloit city, Wisconsin",36836,34.0,43651,1531.0,0.4397,25657.0,2541.0,8860.0,17366.0,37544.0,3523.0,8342.0,15402.0,1365.0,8130.0,55,6500,0
"Bismarck city, North Dakota",72777,37.2,64444,927.0,0.4375,65388.0,12966.0,15255.0,40404.0,52525.0,2068.0,15037.0,34663.0,2619.0,20292.0,38,7200,0
"Jamestown city, North Dakota",15289,37.8,51789,256.0,0.4467,13946.0,1887.0,2754.0,8016.0,44524.0,323.0,2754.0,7301.0,771.0,3739.0,38,40580,0
"Kettering city, Ohio",55390,39.3,58970,1210.0,0.4487,49727.0,8133.0,11611.0,29433.0,49507.0,2926.0,11022.0,26610.0,1650.0,15586.0,39,40040,0
"Lynnwood city, Washington",38143,40.2,63743,701.0,0.4276,22583.0,5826.0,7555.0,19714.0,54275.0,11180.0,7098.0,15249.0,734.0,7739.0,53,40840,0
"Poulsbo city, Washington",10602,42.5,73388,255.0,0.4102,8891.0,1907.0,2206.0,5354.0,63013.0,791.0,2082.0,4703.0,252.0,2844.0,53,55995,0
"Mountlake Terrace city, Washington",21210,37.3,72955,429.0,0.3828,14161.0,3844.0,4140.0,12084.0,69954.0,5012.0,3832.0,8947.0,390.0,4582.0,53,47490,0
"Sammamish city, Washington",64674,38.7,174003,909.0,0.3708,40117.0,17141.0,19135.0,32864.0,125909.0,19482.0,18783.0,22225.0,710.0,18437.0,53,61115,0
"Weatherford city, Texas",30895,36.9,63708,652.0,0.4348,27241.0,2863.0,7267.0,14471.0,50690.0,2040.0,6792.0,12108.0,1124.0,6808.0,48,76864,0
"Boerne city, Texas",15891,38.6,70745,129.0,0.4508,13834.0,2837.0,3936.0,7480.0,36071.0,1014.0,3877.0,5862.0,410.0,3011.0,48,9160,0
"North Augusta city, South Carolina",22908,40.6,59931,694.0,0.426,17590.0,4365.0,4850.0,11652.0,52007.0,1093.0,4782.0,10794.0,1040.0,6444.0,45,50695,0
"Greer city, South Carolina",30854,35.1,61744,624.0,0.422,21793.0,4441.0,7796.0,16744.0,54488.0,5551.0,7521.0,12431.0,900.0,7187.0,45,30985,0
"Bozeman city, Montana",46746,27.8,55569,958.0,0.4705,43037.0,9432.0,6810.0,29710.0,27571.0,2083.0,6604.0,21093.0,1588.0,8414.0,30,8950,0
"David City city, Nebraska",2841,42.7,55000,12.0,0.3981,2722.0,287.0,619.0,1534.0,49063.0,78.0,619.0,1347.0,125.0,788.0,31,12315,0
"Southlake city, Texas",31292,42.3,240248,319.0,0.4456,24696.0,7891.0,9850.0,14253.0,160286.0,4308.0,9216.0,9725.0,327.0,8819.0,48,69032,0
"Pearland city, Texas",122078,35.0,104504,2124.0,0.3713,75336.0,23426.0,32834.0,65526.0,87827.0,20606.0,30427.0,43490.0,1983.0,31509.0,48,56348,0
"Georgetown city, South Carolina",8866,39.2,32593,280.0,0.5003,4146.0,757.0,2098.0,3685.0,33750.0,203.0,2013.0,4458.0,809.0,2051.0,45,28870,0
"Ashland city, Wisconsin",7892,40.3,38222,190.0,0.4551,6946.0,798.0,1459.0,4100.0,40690.0,127.0,1446.0,3893.0,427.0,1986.0,55,3225,0
"Ballwin city, Missouri",30252,42.1,98750,471.0,0.4238,27452.0,7047.0,6942.0,16610.0,94609.0,2470.0,6638.0,12380.0,458.0,9849.0,29,3160,0
"Aurora city, Ohio",16026,46.3,97848,334.0,0.4698,14900.0,3739.0,3488.0,8135.0,86397.0,866.0,3467.0,6490.0,429.0,4991.0,39,3086,0
"Beavercreek city, Ohio",46942,42.1,91217,666.0,0.3917,40494.0,8710.0,9316.0,24426.0,70552.0,3668.0,8878.0,20184.0,909.0,14020.0,39,4720,0
"Alvin city, Texas",26299,33.7,56504,659.0,0.4132,23986.0,1973.0,6807.0,12754.0,63135.0,2670.0,6254.0,10321.0,975.0,5501.0,48,2272,0
"Bay City city, Texas",17694,34.0,50182,481.0,0.4617,10719.0,1406.0,4922.0,7921.0,49196.0,2314.0,4610.0,7773.0,1497.0,3622.0,48,5984,0
"Stillwater city, Oklahoma",49952,23.5,34309,1130.0,0.5605,38601.0,5729.0,7672.0,24814.0,38211.0,5262.0,7654.0,21788.0,3203.0,6922.0,40,70300,0
"Cottage Grove village, Wisconsin",7020,35.7,99322,150.0,0.3429,6427.0,1467.0,2061.0,3926.0,71288.0,313.0,2025.0,2509.0,101.0,1897.0,55,17175,0
"Maple Bluff village, Wisconsin",1405,50.1,152750,10.0,0.5158,1365.0,372.0,284.0,751.0,112750.0,53.0,281.0,622.0,37.0,526.0,55,48750,0
"Waterloo city, Wisconsin",3337,43.1,75438,104.0,0.4001,2988.0,601.0,659.0,1976.0,40417.0,52.0,606.0,1514.0,69.0,1060.0,55,83925,0
"Baraboo city, Wisconsin",12138,39.8,52109,417.0,0.4341,11087.0,1385.0,2484.0,6529.0,46065.0,170.0,2302.0,5688.0,324.0,3058.0,55,4625,0
"Longview city, Texas",81653,34.7,49086,1884.0,0.4796,58906.0,7476.0,20148.0,37965.0,43386.0,8324.0,18155.0,34265.0,4212.0,16304.0,48,43888,0
"Roanoke city, Virginia",99229,38.5,44230,3183.0,0.4802,61909.0,10092.0,20198.0,50856.0,37574.0,6664.0,18516.0,47010.0,5270.0,21479.0,51,68000,0
"Herndon town, Virginia",24532,35.6,111371,606.0,0.3894,13741.0,4418.0,5752.0,14908.0,81786.0,10745.0,4854.0,8012.0,264.0,4669.0,51,36648,0
"King George CDP, Virginia",4902,35.5,96184,61.0,0.3422,3760.0,579.0,1253.0,2683.0,43333.0,70.0,1247.0,1797.0,181.0,1301.0,51,42568,0
"Kaysville city, Utah",31494,30.4,99597,403.0,0.3603,30038.0,6004.0,11296.0,13838.0,64336.0,703.0,11037.0,8777.0,65.0,7643.0,49,40360,0
"Yamhill city, Oregon",1346,36.8,83393,24.0,0.3825,1154.0,108.0,350.0,773.0,50139.0,35.0,341.0,458.0,13.0,360.0,41,84250,0
"Laureldale borough, Pennsylvania",3900,40.4,54483,122.0,0.3729,3120.0,300.0,709.0,2212.0,50583.0,233.0,596.0,1687.0,133.0,1318.0,42,41768,0
"Sand Springs city, Oklahoma",19794,37.5,58153,314.0,0.4154,16130.0,1908.0,4473.0,9675.0,46071.0,397.0,4167.0,8323.0,660.0,5271.0,40,65300,0
"Marble Falls city, Texas",6542,42.8,43793,199.0,0.3932,5404.0,639.0,1445.0,3221.0,21630.0,786.0,1421.0,3400.0,515.0,1277.0,48,46584,0
"Rowlett city, Texas",63793,39.3,101085,1834.0,0.3556,44365.0,10451.0,15525.0,36056.0,62622.0,9497.0,14269.0,21834.0,673.0,18187.0,48,63572,0
"Fairfax city, Virginia",23531,38.2,116979,548.0,0.4053,15955.0,5047.0,5076.0,13297.0,71375.0,6809.0,4760.0,8959.0,382.0,6004.0,51,26496,0
"Vancouver city, Washington",180556,36.9,61714,4666.0,0.4317,144678.0,23910.0,38319.0,93523.0,50525.0,25092.0,36211.0,75780.0,3272.0,37492.0,53,74060,0
"Sedro-Woolley city, Washington",11739,33.2,60863,315.0,0.3801,9620.0,965.0,2895.0,5804.0,47065.0,692.0,2757.0,4188.0,224.0,2137.0,53,63210,0
"Anacortes city, Washington",16977,48.6,71844,289.0,0.4439,15566.0,3282.0,3138.0,7652.0,76458.0,1090.0,2995.0,8066.0,678.0,4877.0,53,1990,0
"Shoreline city, Washington",56267,41.8,86827,1203.0,0.4289,38882.0,13137.0,10484.0,31398.0,70387.0,12098.0,9875.0,23057.0,989.0,14047.0,53,63960,0
"Liberty Lake city, Washington",9836,37.8,76353,373.0,0.4263,8979.0,2104.0,2579.0,4899.0,64663.0,325.0,2554.0,4579.0,326.0,2796.0,53,39335,0
"Denton city, Texas",136195,29.4,60018,3924.0,0.4538,107212.0,20279.0,24738.0,76061.0,47973.0,17281.0,22801.0,51244.0,4557.0,22747.0,48,19972,0
"Tualatin city, Oregon",27527,38.0,85772,555.0,0.4216,22860.0,5461.0,6436.0,15492.0,61288.0,2726.0,6352.0,11327.0,540.0,6057.0,41,74950,0
"Rapid City city, South Dakota",75258,38.0,52351,2148.0,0.4728,59860.0,10964.0,15783.0,38343.0,39533.0,1848.0,14875.0,32862.0,2284.0,18900.0,46,52980,0
"Abilene city, Texas",124156,31.6,50659,2050.0,0.4485,89658.0,11616.0,26912.0,60238.0,41003.0,8408.0,24238.0,49462.0,6676.0,23125.0,48,1000,0
"Waukesha city, Wisconsin",72412,36.1,65260,1295.0,0.4196,64317.0,12413.0,14701.0,42561.0,52189.0,5016.0,14123.0,30572.0,1166.0,17077.0,55,84250,0
"Sequim city, Washington",7248,56.5,40155,161.0,0.47,6231.0,782.0,1020.0,2803.0,36375.0,516.0,1001.0,3683.0,175.0,2038.0,53,63385,0
"Portage city, Wisconsin",10406,36.6,45448,304.0,0.4609,9254.0,776.0,1982.0,5229.0,41150.0,316.0,1901.0,4467.0,181.0,2350.0,55,64100,0
"Frisco city, Texas",177020,37.1,127055,3375.0,0.4113,115701.0,42576.0,53108.0,92967.0,109223.0,40331.0,52301.0,64184.0,4061.0,43022.0,48,27684,0
"Farmington city, New Mexico",45258,33.8,54480,1325.0,0.4518,27585.0,3486.0,11863.0,20498.0,54821.0,1654.0,10796.0,17826.0,1766.0,10251.0,35,25800,0
"Brushy Creek CDP, Texas",18399,39.4,110179,398.0,0.3717,13619.0,4353.0,4933.0,10289.0,91836.0,2853.0,4871.0,6052.0,254.0,4352.0,48,10897,0
"New Braunfels city, Texas",79438,36.5,71044,1368.0,0.4229,72797.0,12891.0,19128.0,40586.0,58061.0,5711.0,18184.0,32164.0,3329.0,17941.0,48,50820,0
"Coppell city, Texas",41645,40.5,122340,526.0,0.4184,27946.0,11282.0,10918.0,23574.0,98490.0,10614.0,10616.0,16002.0,464.0,11176.0,48,16612,0
"Sachse city, Texas",25607,37.1,102175,627.0,0.3547,17598.0,3925.0,6557.0,14153.0,60719.0,5414.0,6211.0,8397.0,307.0,7062.0,48,64064,0
"Farmers Branch city, Texas",39039,35.7,74464,793.0,0.409,28004.0,6707.0,8035.0,23294.0,39698.0,10825.0,7132.0,15447.0,1152.0,7626.0,48,25452,0
"Cedar Hill city, Texas",48560,34.1,72463,1463.0,0.3973,17431.0,5722.0,13324.0,25537.0,48684.0,5362.0,12207.0,16199.0,811.0,10749.0,48,13492,0
"Grapevine city, Texas",53317,38.2,91143,1254.0,0.4213,42157.0,11766.0,11852.0,32724.0,77400.0,8502.0,11346.0,21700.0,1053.0,10898.0,48,30644,0
"Mount Joy borough, Pennsylvania",8163,37.4,55833,136.0,0.3912,7224.0,728.0,1423.0,4825.0,43347.0,388.0,1142.0,3641.0,165.0,2084.0,42,51656,0
"Salt Lake City city, Utah",197756,32.3,60676,4176.0,0.5007,144041.0,33875.0,38050.0,115756.0,38359.0,33868.0,35500.0,86092.0,6828.0,38117.0,49,67000,0
"Medford city, Oregon",81145,37.4,50116,2287.0,0.4479,72096.0,9041.0,18242.0,39202.0,38318.0,5911.0,17121.0,34320.0,2144.0,16538.0,41,47000,0
"Lee's Summit city, Missouri",97275,38.7,89969,1476.0,0.4112,82421.0,19203.0,24963.0,52265.0,65339.0,4127.0,24077.0,38521.0,1712.0,28424.0,29,41348,0
"Wentzville city, Missouri",38841,33.1,90403,653.0,0.3511,35591.0,5795.0,12356.0,20189.0,70646.0,928.0,11942.0,13567.0,598.0,10750.0,29,78442,0
"St. Peters city, Missouri",57273,39.5,78786,1283.0,0.3813,50888.0,10218.0,12116.0,33259.0,66182.0,2132.0,11192.0,23544.0,1054.0,18386.0,29,65126,0
"Mount Vernon city, Washington",35026,35.3,62056,972.0,0.4147,24627.0,3301.0,8125.0,17137.0,42321.0,6320.0,7091.0,12990.0,594.0,7788.0,53,47560,0
"Tacoma city, Washington",212869,35.7,62358,5719.0,0.4444,137963.0,27811.0,43481.0,112319.0,49419.0,27646.0,40386.0,90306.0,6618.0,43487.0,53,70000,0
"Troutdale city, Oregon",16466,34.9,76598,406.0,0.3795,13484.0,1894.0,3685.0,9524.0,40417.0,1830.0,3411.0,5547.0,98.0,3610.0,41,74850,0
"Redmond city, Oregon",30167,37.0,65088,976.0,0.3706,27060.0,2686.0,6428.0,16385.0,40408.0,1427.0,5942.0,11636.0,267.0,6818.0,41,61200,0
"Smithville city, Missouri",9884,35.4,82398,327.0,0.3563,8932.0,1352.0,2612.0,5602.0,78938.0,144.0,2541.0,3681.0,151.0,2845.0,29,68420,0
"Marshfield city, Missouri",7318,32.0,44844,203.0,0.3631,6811.0,471.0,1981.0,2929.0,39559.0,64.0,1649.0,2888.0,264.0,1341.0,29,46388,0
"Chesterfield city, Missouri",47605,46.5,113315,612.0,0.4648,39102.0,12134.0,9821.0,24120.0,119821.0,6699.0,9402.0,20100.0,891.0,14982.0,29,13600,0
"Kirkwood city, Missouri",27708,43.0,90730,338.0,0.4578,25047.0,6975.0,6596.0,14161.0,92652.0,1165.0,6413.0,12676.0,942.0,8775.0,29,39044,0
"Jackson city, Missouri",14872,35.5,64497,563.0,0.4476,14094.0,1907.0,3641.0,7736.0,50898.0,56.0,3558.0,6176.0,651.0,3782.0,29,35648,0
"Mansfield city, Texas",69557,35.9,99510,1430.0,0.3751,47266.0,12196.0,19704.0,36952.0,79590.0,7591.0,18731.0,23480.0,953.0,17034.0,48,46452,0
"Brownsville city, Texas",182271,30.6,38588,4539.0,0.4764,174148.0,14352.0,51914.0,75472.0,30824.0,52085.0,45764.0,57619.0,5457.0,31646.0,48,10768,0
