NAME,Population,Median Age,Median Household Income,Unemployment Rate,Wage-based Gini,White-alone,Bachelor,Poverty,Labor,Manufacturing,Children,Foreign-born,Housing,Vacancy,Owner,State,Place
"Taopi city, Minnesota",51,45.5,-666666666,0.0,0.4201,51.0,3.0,10.0,26.0,-666666666.0,0.0,10.0,34.0,9.0,20.0,27,64210
"New Richland city, Minnesota",1136,39.0,50500,24.0,0.4004,1118.0,85.0,263.0,534.0,39444.0,23.0,253.0,517.0,45.0,323.0,27,45862
"Bellingham city, Minnesota",233,40.1,43750,0.0,0.4157,206.0,11.0,45.0,128.0,31389.0,15.0,44.0,126.0,29.0,88.0,27,04960
"Buckman city, Minnesota",260,27.0,71875,6.0,0.3707,259.0,17.0,68.0,162.0,56250.0,9.0,68.0,104.0,11.0,76.0,27,08416
"Plymouth city, Minnesota",78134,39.9,105958,1101.0,0.4386,62489.0,19928.0,17787.0,44436.0,92210.0,10434.0,17590.0,32582.0,1364.0,22225.0,27,51730
"St. Anthony city (Hennepin and Ramsey Counties), Minnesota",9038,42.2,73918,149.0,0.4245,7422.0,1967.0,1959.0,4504.0,53512.0,981.0,1844.0,4081.0,135.0,2477.0,27,56680
"Crosby city, Minnesota",2749,48.0,42717,73.0,0.5311,2588.0,221.0,458.0,1134.0,38611.0,79.0,452.0,1372.0,203.0,666.0,27,13924
"Cuyuna city, Minnesota",271,46.3,44167,30.0,0.4129,270.0,10.0,36.0,125.0,31250.0,2.0,36.0,145.0,33.0,95.0,27,14428
"Emily city, Minnesota",593,65.2,41000,2.0,0.451,587.0,83.0,47.0,195.0,30694.0,7.0,47.0,1080.0,746.0,299.0,27,19286
"Ironton city, Minnesota",552,40.2,40000,20.0,0.4111,546.0,32.0,110.0,262.0,40417.0,4.0,110.0,281.0,15.0,180.0,27,31274
"Jenkins city, Minnesota",417,32.3,47708,6.0,0.4061,417.0,11.0,138.0,213.0,36563.0,0.0,134.0,183.0,26.0,131.0,27,31832
"Manhattan Beach city, Minnesota",73,41.3,31563,0.0,0.4622,73.0,3.0,19.0,28.0,-666666666.0,0.0,19.0,61.0,32.0,23.0,27,39806
"Austin city, Minnesota",25114,37.3,48127,554.0,0.4586,20339.0,2402.0,6008.0,12278.0,39595.0,4265.0,5706.0,10992.0,1039.0,6605.0,27,02908
"Brownsdale city, Minnesota",596,42.4,60341,12.0,0.3574,575.0,54.0,104.0,326.0,37500.0,20.0,104.0,286.0,23.0,211.0,27,08164
"Rose Creek city, Minnesota",469,38.7,49500,0.0,0.421,457.0,43.0,125.0,210.0,44375.0,33.0,125.0,200.0,8.0,157.0,27,55600
"Badger city, Minnesota",429,35.2,37083,6.0,0.3622,396.0,32.0,134.0,211.0,36406.0,21.0,134.0,198.0,12.0,126.0,27,03160
"Federal Dam city, Minnesota",98,59.0,58125,2.0,0.3939,64.0,9.0,19.0,39.0,-666666666.0,2.0,18.0,124.0,83.0,31.0,27,20798
"Grasston city, Minnesota",188,37.0,58750,9.0,0.3945,188.0,1.0,49.0,96.0,34167.0,0.0,47.0,81.0,14.0,63.0,27,25424
"Pemberton city, Minnesota",240,40.4,59464,6.0,0.3248,235.0,14.0,62.0,131.0,43333.0,3.0,58.0,97.0,0.0,84.0,27,50200
"Lynd city, Minnesota",400,35.1,56563,4.0,0.4741,306.0,52.0,103.0,214.0,26875.0,41.0,94.0,215.0,56.0,128.0,27,38708
"Barry city, Minnesota",10,19.0,-666666666,1.0,0.0511,10.0,2.0,5.0,5.0,-666666666.0,0.0,3.0,6.0,4.0,2.0,27,03718
"Fairmont city, Minnesota",10127,44.0,47876,276.0,0.4453,9612.0,1186.0,1998.0,5073.0,43306.0,205.0,1957.0,5084.0,506.0,3051.0,27,20330
"Ihlen city, Minnesota",38,56.7,-666666666,3.0,0.5049,33.0,3.0,3.0,17.0,-666666666.0,5.0,3.0,32.0,12.0,17.0,27,30806
"Brook Park city, Minnesota",141,37.3,48750,4.0,0.33,133.0,0.0,23.0,91.0,38750.0,0.0,18.0,50.0,4.0,33.0,27,07984
"Rock Creek city, Minnesota",1620,45.5,72143,61.0,0.3302,1576.0,159.0,314.0,912.0,50000.0,15.0,309.0,638.0,68.0,492.0,27,54934
"Beltrami city, Minnesota",178,39.9,93125,7.0,0.3347,175.0,25.0,60.0,100.0,37500.0,0.0,60.0,71.0,8.0,44.0,27,05014
"Blackduck city, Minnesota",884,37.7,34200,40.0,0.4077,775.0,46.0,222.0,398.0,24952.0,7.0,216.0,377.0,25.0,195.0,27,06256
"Solway city, Minnesota",83,43.8,66667,0.0,0.3464,78.0,10.0,16.0,44.0,65625.0,0.0,16.0,40.0,4.0,31.0,27,61114
"Forada city, Minnesota",157,49.3,68036,2.0,0.4307,151.0,23.0,23.0,96.0,53438.0,3.0,19.0,92.0,19.0,68.0,27,21608
"Herman city, Minnesota",429,55.3,40000,10.0,0.5288,421.0,35.0,83.0,173.0,33750.0,0.0,83.0,282.0,66.0,143.0,27,28646
"Mabel city, Minnesota",823,55.8,56797,29.0,0.3458,815.0,49.0,126.0,427.0,26125.0,9.0,110.0,431.0,66.0,302.0,27,38888
"Ostrander city, Minnesota",282,41.9,43438,5.0,0.3333,276.0,4.0,47.0,124.0,50893.0,3.0,47.0,118.0,3.0,97.0,27,49030
"Whalan city, Minnesota",37,62.6,-666666666,0.0,0.439,34.0,10.0,6.0,16.0,-666666666.0,0.0,6.0,37.0,15.0,18.0,27,69808
"Wykoff city, Minnesota",418,37.8,60833,2.0,0.3458,378.0,32.0,92.0,233.0,32083.0,36.0,92.0,188.0,14.0,132.0,27,71950
"Lowell city, Massachusetts",111306,33.5,56878,3447.0,0.461,67849.0,10192.0,22261.0,59615.0,43199.0,31631.0,19944.0,41786.0,2365.0,16680.0,25,37000
"Wakefield CDP, Massachusetts",26993,43.9,100278,497.0,0.4356,25198.0,5978.0,5132.0,15845.0,96607.0,2163.0,4918.0,11137.0,414.0,7991.0,25,72250
"Marblehead CDP, Massachusetts",20500,47.9,123333,531.0,0.4944,19597.0,5803.0,4702.0,10989.0,133125.0,2161.0,4551.0,8716.0,594.0,6318.0,25,38435
"Peabody city, Massachusetts",52906,45.8,73217,1139.0,0.444,47563.0,8743.0,8752.0,28754.0,61463.0,8161.0,8190.0,22538.0,825.0,14290.0,25,52490
"Swampscott CDP, Massachusetts",15002,44.8,113407,278.0,0.4395,14031.0,3165.0,3273.0,8376.0,80000.0,1940.0,3114.0,6073.0,293.0,4458.0,25,68680
"Topsfield CDP, Massachusetts",3216,43.2,135444,84.0,0.4124,3163.0,669.0,972.0,1402.0,118839.0,189.0,924.0,1088.0,30.0,858.0,25,70115
"East Douglas CDP, Massachusetts",2592,48.4,73841,54.0,0.4151,2380.0,544.0,520.0,1408.0,61528.0,206.0,520.0,1184.0,128.0,648.0,25,18875
"South Ashburnham CDP, Massachusetts",924,44.4,79670,28.0,0.2343,924.0,110.0,202.0,497.0,60375.0,0.0,161.0,330.0,0.0,315.0,25,62780
"Fall River city, Massachusetts",89388,39.6,43503,3603.0,0.4626,72055.0,6503.0,17727.0,43096.0,39513.0,17852.0,16654.0,42689.0,4233.0,13964.0,25,23000
"Chatham CDP, Massachusetts",1428,67.4,81630,32.0,0.5653,1414.0,608.0,39.0,630.0,-666666666.0,70.0,28.0,2159.0,1319.0,662.0,25,12960
"North Eastham CDP, Massachusetts",1612,62.8,70864,0.0,0.3685,1547.0,335.0,165.0,615.0,-666666666.0,60.0,149.0,3050.0,2154.0,791.0,25,47590
"Bliss Corner CDP, Massachusetts",5150,50.1,63958,83.0,0.4736,4812.0,703.0,702.0,2728.0,32396.0,489.0,576.0,2266.0,26.0,1506.0,25,06170
"Orange CDP, Massachusetts",3772,43.1,57547,172.0,0.3667,3586.0,279.0,718.0,2007.0,31779.0,182.0,693.0,1706.0,156.0,1061.0,25,51230
"Longmeadow CDP, Massachusetts",15791,45.0,122035,208.0,0.435,14219.0,3588.0,3689.0,7725.0,79597.0,1557.0,3666.0,5748.0,139.0,5054.0,25,36335
"North Seekonk CDP, Massachusetts",2398,48.1,87700,83.0,0.302,2280.0,486.0,461.0,1370.0,57778.0,154.0,449.0,1088.0,94.0,829.0,25,49200
"North Westport CDP, Massachusetts",4510,49.5,67522,45.0,0.4939,4432.0,668.0,774.0,2216.0,66220.0,629.0,702.0,2007.0,80.0,1535.0,25,49710
"South Amherst CDP, Massachusetts",5106,24.0,59265,127.0,0.4631,3069.0,661.0,741.0,2861.0,20208.0,1153.0,688.0,1572.0,154.0,678.0,25,62675
"Chelsea city, Massachusetts",39992,33.3,56802,1025.0,0.4445,19344.0,3016.0,10114.0,21766.0,43547.0,18143.0,8675.0,13907.0,639.0,3439.0,25,13205
"Roosevelt city, Minnesota",139,32.6,49250,0.0,0.3913,134.0,12.0,40.0,68.0,46250.0,1.0,35.0,66.0,11.0,47.0,27,55438
"Roseau city, Minnesota",2697,44.8,52794,32.0,0.4759,2592.0,433.0,486.0,1502.0,43214.0,61.0,479.0,1432.0,222.0,783.0,27,55546
"Battle Lake city, Minnesota",670,58.4,40667,11.0,0.4102,643.0,88.0,95.0,271.0,55556.0,0.0,92.0,429.0,105.0,228.0,27,03970
"New York Mills city, Minnesota",1307,37.8,45560,18.0,0.3749,1274.0,89.0,351.0,664.0,33929.0,6.0,351.0,613.0,88.0,299.0,27,46060
"Ottertail city, Minnesota",575,49.5,66875,8.0,0.4528,528.0,60.0,106.0,312.0,21985.0,32.0,99.0,372.0,123.0,226.0,27,49210
"Parkers Prairie city, Minnesota",1086,37.8,55357,11.0,0.3691,1077.0,56.0,253.0,533.0,34583.0,13.0,253.0,459.0,49.0,318.0,27,49732
"Gem Lake city, Minnesota",567,36.6,124844,6.0,0.438,548.0,93.0,172.0,288.0,72917.0,5.0,153.0,192.0,11.0,165.0,27,23318
"Cambridge city, Minnesota",8774,37.9,51904,156.0,0.392,8054.0,891.0,2105.0,4212.0,40653.0,233.0,1955.0,3627.0,201.0,2283.0,27,09370
"Humboldt city, Minnesota",41,54.6,-666666666,0.0,0.318,33.0,1.0,10.0,27.0,50469.0,0.0,10.0,28.0,9.0,18.0,27,30446
"Dawson city, Minnesota",1620,48.4,48750,22.0,0.3935,1546.0,117.0,319.0,819.0,32202.0,47.0,267.0,809.0,67.0,553.0,27,14968
"Madison city, Minnesota",1617,52.2,43750,13.0,0.4583,1536.0,121.0,279.0,760.0,48750.0,71.0,279.0,995.0,175.0,586.0,27,39266
"Flensburg city, Minnesota",207,47.9,43542,1.0,0.388,194.0,5.0,26.0,135.0,38750.0,1.0,26.0,102.0,5.0,77.0,27,21266
"Little Falls city, Minnesota",8664,41.2,40031,213.0,0.4969,8212.0,887.0,1835.0,4247.0,33462.0,120.0,1675.0,4035.0,295.0,2187.0,27,37556
"Motley city, Minnesota",610,46.4,32500,12.0,0.3481,587.0,31.0,104.0,341.0,39643.0,0.0,100.0,370.0,68.0,140.0,27,44422
"Pierz city, Minnesota",1697,36.2,53281,58.0,0.4883,1660.0,136.0,420.0,776.0,43194.0,17.0,408.0,649.0,24.0,426.0,27,50776
"Sobieski city, Minnesota",194,38.4,55313,1.0,0.3393,188.0,7.0,39.0,108.0,39250.0,0.0,39.0,85.0,4.0,69.0,27,61006
"Crystal city, Minnesota",22975,37.3,67342,539.0,0.3714,17390.0,4078.0,4481.0,13875.0,48567.0,2813.0,4203.0,9476.0,231.0,6926.0,27,14158
"Deephaven city, Minnesota",3879,43.7,139531,35.0,0.4994,3759.0,1221.0,1083.0,1901.0,129205.0,135.0,1083.0,1561.0,104.0,1263.0,27,15148
"Greenfield city, Minnesota",2986,43.0,116250,74.0,0.4431,2890.0,611.0,816.0,1593.0,103229.0,56.0,809.0,1057.0,28.0,964.0,27,25622
"Maple Plain city, Minnesota",1861,40.2,66641,16.0,0.3917,1492.0,345.0,480.0,915.0,52083.0,130.0,452.0,769.0,16.0,443.0,27,40256
"Rockford city, Minnesota",4551,39.2,65548,95.0,0.3669,4345.0,558.0,1070.0,2678.0,48036.0,187.0,945.0,1684.0,0.0,1289.0,27,55006
"St. Louis Park city, Minnesota",48677,35.3,80627,779.0,0.4301,40422.0,14645.0,8264.0,31196.0,65045.0,5162.0,8043.0,24374.0,1118.0,13071.0,27,57220
"Brainerd city, Minnesota",13373,35.0,34371,217.0,0.4724,12309.0,891.0,2908.0,6690.0,29201.0,252.0,2888.0,6551.0,533.0,3020.0,27,07300
"Finlayson city, Minnesota",321,39.3,38929,2.0,0.386,315.0,16.0,77.0,144.0,-666666666.0,0.0,77.0,162.0,26.0,100.0,27,21122
"Mendota Heights city, Minnesota",11289,51.2,121214,141.0,0.4471,10585.0,3163.0,2172.0,5944.0,79050.0,421.0,2122.0,4847.0,83.0,4258.0,27,41696
"Edgerton city, Minnesota",1244,42.1,53056,15.0,0.4417,1211.0,177.0,326.0,566.0,35139.0,32.0,326.0,580.0,56.0,395.0,27,18152
"Woodstock city, Minnesota",88,47.8,51250,7.0,0.4487,84.0,4.0,19.0,48.0,60625.0,0.0,18.0,54.0,15.0,33.0,27,71680
"Hinckley city, Minnesota",1606,36.8,34583,61.0,0.4231,1229.0,82.0,350.0,807.0,51667.0,6.0,321.0,847.0,154.0,298.0,27,29294
"Mentor city, Minnesota",229,31.6,53125,5.0,0.3182,225.0,0.0,66.0,104.0,-666666666.0,3.0,66.0,110.0,23.0,67.0,27,41714
"Everett city, Massachusetts",46118,35.9,65528,1395.0,0.4241,26662.0,4072.0,9845.0,26613.0,39896.0,19867.0,8922.0,17066.0,1045.0,6179.0,25,21990
"Nielsville city, Minnesota",115,30.8,-666666666,10.0,0.4856,85.0,7.0,34.0,44.0,55000.0,8.0,32.0,53.0,14.0,32.0,27,46258
"Trail city, Minnesota",61,39.4,26071,0.0,0.4384,52.0,0.0,18.0,17.0,-666666666.0,0.0,18.0,29.0,3.0,23.0,27,65344
"Andover city, Minnesota",32733,39.9,109930,432.0,0.3509,29754.0,5668.0,8493.0,18812.0,57441.0,1282.0,8112.0,11011.0,161.0,9912.0,27,01486
"Elysian city, Minnesota",650,52.8,68036,12.0,0.3983,647.0,74.0,79.0,360.0,50536.0,0.0,72.0,423.0,128.0,259.0,27,19160
"Kinney city, Minnesota",192,32.0,49375,12.0,0.3313,133.0,5.0,61.0,69.0,-666666666.0,0.0,61.0,90.0,18.0,67.0,27,33416
"Meadowlands city, Minnesota",136,56.5,21750,0.0,0.4112,116.0,3.0,19.0,46.0,-666666666.0,6.0,19.0,79.0,10.0,33.0,27,41372
"Holloway city, Minnesota",97,60.8,43125,1.0,0.307,97.0,23.0,15.0,60.0,37813.0,0.0,15.0,72.0,13.0,55.0,27,29672
"Waldorf city, Minnesota",226,39.5,49688,3.0,0.305,218.0,19.0,72.0,100.0,42083.0,4.0,72.0,108.0,15.0,74.0,27,67756
"Lavaca city, Arkansas",2545,33.1,60337,86.0,0.3438,2373.0,182.0,649.0,1333.0,57065.0,27.0,598.0,1049.0,98.0,654.0,05,38890
"Taylor city, Arkansas",675,30.3,34875,17.0,0.4351,661.0,38.0,203.0,210.0,34464.0,1.0,196.0,241.0,40.0,161.0,05,68660
"Melbourne city, Arkansas",2002,45.6,43045,30.0,0.4401,1967.0,161.0,402.0,881.0,31582.0,5.0,381.0,1063.0,227.0,536.0,05,45080
"O'Kean town, Arkansas",332,37.5,33750,7.0,0.3853,332.0,16.0,84.0,102.0,55938.0,0.0,84.0,163.0,31.0,79.0,05,51500
"Fort Smith city, Arkansas",87743,36.5,41724,1969.0,0.4871,56592.0,8628.0,19960.0,41150.0,31980.0,10886.0,18432.0,39983.0,4075.0,18175.0,05,24550
"Hunter town, Arkansas",151,40.9,31875,2.0,0.3591,151.0,3.0,25.0,78.0,-666666666.0,0.0,25.0,102.0,30.0,60.0,05,33910
"Calion city, Arkansas",510,49.6,52083,23.0,0.3908,356.0,41.0,57.0,216.0,44167.0,6.0,57.0,343.0,114.0,207.0,05,10600
"Johnson city, Arkansas",3707,32.7,69211,43.0,0.4514,3263.0,856.0,1000.0,1993.0,54192.0,194.0,942.0,1678.0,152.0,763.0,05,35500
"Mayflower city, Arkansas",2007,44.1,51214,19.0,0.4131,1935.0,168.0,312.0,1009.0,38750.0,3.0,312.0,890.0,154.0,508.0,05,44750
"McNeil city, Arkansas",507,39.8,27656,30.0,0.3802,174.0,6.0,113.0,221.0,32750.0,0.0,112.0,283.0,63.0,152.0,05,43100
"Ravenden Springs town, Arkansas",173,46.6,25156,5.0,0.3919,173.0,2.0,38.0,60.0,28500.0,0.0,35.0,81.0,12.0,36.0,05,58280
"Clinton city, Arkansas",2547,37.9,35965,81.0,0.429,2306.0,113.0,552.0,997.0,29091.0,151.0,511.0,1183.0,241.0,556.0,05,14260
"Fairfield Bay city, Arkansas",2212,66.0,39179,46.0,0.4219,2170.0,281.0,180.0,622.0,-666666666.0,31.0,170.0,2379.0,1193.0,1029.0,05,22660
"Greenwood city, Arkansas",9387,35.2,57500,236.0,0.4097,8942.0,1125.0,2746.0,4675.0,52500.0,88.0,2682.0,3687.0,195.0,2483.0,05,28780
"Augusta city, Arkansas",2203,43.2,26232,164.0,0.5714,1173.0,132.0,550.0,949.0,45625.0,0.0,505.0,1158.0,192.0,492.0,05,02740
"Norphlet city, Arkansas",612,42.5,52813,0.0,0.4034,576.0,61.0,143.0,251.0,63750.0,0.0,142.0,338.0,97.0,197.0,05,50060
"Elm Springs city, Arkansas",2399,43.8,106875,20.0,0.4562,2097.0,443.0,602.0,1213.0,84231.0,155.0,578.0,859.0,40.0,747.0,05,21430
"Searcy city, Arkansas",23767,28.5,41014,600.0,0.4709,19736.0,2262.0,4932.0,10065.0,34286.0,1074.0,4599.0,9431.0,1226.0,4178.0,05,63020
"Eureka Springs city, Arkansas",1991,56.4,38214,4.0,0.4665,1792.0,419.0,225.0,946.0,26136.0,176.0,192.0,1306.0,336.0,597.0,05,22240
"Concord town, Arkansas",174,49.5,40568,8.0,0.347,174.0,6.0,23.0,77.0,40179.0,0.0,17.0,109.0,26.0,72.0,05,15100
"Caldwell town, Arkansas",427,41.4,24345,2.0,0.3657,300.0,27.0,87.0,125.0,30391.0,2.0,77.0,240.0,25.0,133.0,05,10450
"Moro town, Arkansas",213,42.4,43125,0.0,0.4688,210.0,10.0,41.0,112.0,-666666666.0,4.0,41.0,106.0,17.0,69.0,05,46910
"Blue Mountain town, Arkansas",91,46.9,58250,9.0,0.3239,82.0,2.0,12.0,43.0,-666666666.0,0.0,8.0,38.0,3.0,32.0,05,07210
"St. Charles town, Arkansas",337,38.3,54667,2.0,0.3576,334.0,33.0,75.0,143.0,28750.0,0.0,73.0,203.0,85.0,95.0,05,61940
"Franklin town, Arkansas",109,48.8,-666666666,14.0,0.4261,96.0,3.0,8.0,50.0,28125.0,3.0,8.0,77.0,26.0,42.0,05,25030
"Lafe town, Arkansas",438,41.0,37273,32.0,0.3606,406.0,19.0,86.0,207.0,39750.0,3.0,60.0,193.0,27.0,148.0,05,37660
"Shirley town, Arkansas",358,46.2,35000,9.0,0.4282,342.0,29.0,67.0,172.0,-666666666.0,0.0,51.0,190.0,44.0,95.0,05,63980
"Roe town, Arkansas",97,59.4,43036,8.0,0.3712,94.0,11.0,17.0,35.0,41250.0,0.0,17.0,66.0,17.0,48.0,05,60380
"Carlisle city, Arkansas",2279,43.1,41125,18.0,0.4431,1949.0,218.0,543.0,1019.0,37250.0,0.0,516.0,990.0,94.0,592.0,05,11500
"Mountain View city, Arkansas",2848,56.6,23039,37.0,0.5732,2781.0,212.0,274.0,721.0,-666666666.0,41.0,274.0,1702.0,429.0,654.0,05,47540
"Lake Village city, Arkansas",2294,43.6,37656,99.0,0.5473,803.0,207.0,430.0,976.0,33871.0,61.0,392.0,1153.0,193.0,537.0,05,38170
"Portland city, Arkansas",355,57.9,38214,0.0,0.5048,229.0,44.0,60.0,132.0,-666666666.0,3.0,50.0,232.0,54.0,136.0,05,56750
"Mitchellville city, Arkansas",366,36.2,17375,5.0,0.4071,0.0,10.0,132.0,77.0,-666666666.0,0.0,117.0,223.0,54.0,103.0,05,46190
"Watson city, Arkansas",195,58.7,32813,0.0,0.463,145.0,15.0,19.0,61.0,-666666666.0,0.0,14.0,141.0,26.0,109.0,05,73550
"Bella Vista city, Arkansas",28539,51.8,67550,385.0,0.413,26959.0,5022.0,4787.0,12818.0,53800.0,575.0,4683.0,13560.0,1164.0,10791.0,05,04840
"Magnet Cove CDP, Arkansas",544,50.6,82750,36.0,0.238,544.0,47.0,35.0,341.0,-666666666.0,0.0,12.0,198.0,13.0,185.0,05,43430
"Southside city, Arkansas",3952,41.6,35379,37.0,0.3827,3593.0,248.0,923.0,1674.0,28262.0,55.0,717.0,1791.0,251.0,1164.0,05,65630
"McAlmont CDP, Arkansas",1894,23.6,31442,108.0,0.5509,364.0,51.0,614.0,585.0,-666666666.0,0.0,614.0,1023.0,323.0,354.0,05,42350
"Sherwood city, Arkansas",31004,39.1,63131,447.0,0.4299,22792.0,4491.0,6780.0,16206.0,36901.0,943.0,6421.0,13769.0,1432.0,8796.0,05,63800
"Wrightsville city, Arkansas",1732,36.8,24091,12.0,0.5679,701.0,24.0,67.0,304.0,2499.0,37.0,41.0,387.0,111.0,219.0,05,76970
"Bassett town, Arkansas",245,31.9,32031,11.0,0.315,224.0,7.0,70.0,84.0,25341.0,0.0,44.0,98.0,23.0,57.0,05,03940
"Emerson town, Arkansas",218,39.5,25536,9.0,0.5147,170.0,6.0,54.0,72.0,54444.0,1.0,54.0,124.0,35.0,75.0,05,21580
"Magnolia city, Arkansas",11562,28.4,33474,559.0,0.5172,5934.0,801.0,2230.0,5198.0,42222.0,252.0,1927.0,5065.0,1130.0,2248.0,05,43460
"Waldo city, Arkansas",1208,38.5,29079,46.0,0.4452,485.0,112.0,287.0,445.0,37708.0,0.0,276.0,911.0,353.0,371.0,05,72350
"Marianna city, Arkansas",3575,42.9,17156,267.0,0.5513,680.0,163.0,677.0,1409.0,27259.0,4.0,677.0,2032.0,487.0,714.0,05,44120
"Hoxie city, Arkansas",2628,37.5,30438,87.0,0.4188,2550.0,123.0,582.0,1205.0,41389.0,0.0,541.0,1339.0,153.0,695.0,05,33580
"Clarksville city, Arkansas",9601,32.8,35951,43.0,0.4511,8076.0,527.0,2133.0,4199.0,25619.0,1778.0,1864.0,3866.0,410.0,1757.0,05,14140
"Edmondson town, Arkansas",329,31.6,17105,29.0,0.5977,51.0,22.0,122.0,112.0,-666666666.0,2.0,120.0,152.0,30.0,67.0,05,20830
"Jonesboro city, Arkansas",76036,32.8,45931,2607.0,0.4979,54628.0,8437.0,17568.0,37986.0,36324.0,4019.0,16236.0,31949.0,2763.0,14979.0,05,35710
"Burdette town, Arkansas",174,32.8,54375,4.0,0.2606,154.0,11.0,37.0,87.0,65000.0,12.0,37.0,88.0,14.0,38.0,05,09880
"Dell town, Arkansas",218,40.9,53571,10.0,0.4148,215.0,30.0,58.0,91.0,74821.0,4.0,55.0,97.0,9.0,62.0,05,18160
"Manila city, Arkansas",3371,43.7,53308,109.0,0.4565,3332.0,249.0,660.0,1524.0,53052.0,0.0,660.0,1541.0,194.0,795.0,05,43820
"Pine Bluff city, Arkansas",43091,35.5,34723,2041.0,0.4581,8740.0,3371.0,9187.0,17956.0,29665.0,654.0,8243.0,21377.0,4411.0,8958.0,05,55310
"Cedarville city, Arkansas",1332,43.9,37778,11.0,0.4157,1167.0,89.0,298.0,517.0,41118.0,34.0,228.0,569.0,79.0,417.0,05,12520
"Enola town, Arkansas",380,40.8,61875,3.0,0.3698,380.0,43.0,89.0,187.0,27500.0,0.0,85.0,161.0,21.0,121.0,05,21820
"Greenbrier city, Arkansas",5478,30.1,47028,47.0,0.4308,5187.0,399.0,1594.0,2322.0,48750.0,31.0,1491.0,2075.0,61.0,1162.0,05,28510
"Winthrop city, Arkansas",127,46.1,-666666666,0.0,0.419,118.0,3.0,19.0,36.0,-666666666.0,0.0,19.0,64.0,15.0,43.0,05,76250
"Westwood city, Kentucky",564,41.4,92917,12.0,0.3203,534.0,148.0,152.0,282.0,70625.0,23.0,152.0,197.0,4.0,185.0,21,82164
"Woodlawn Park city, Kentucky",882,48.3,85481,5.0,0.3382,805.0,223.0,130.0,533.0,57500.0,16.0,124.0,462.0,39.0,370.0,21,84576
"McRoberts CDP, Kentucky",898,45.0,28239,31.0,0.5215,860.0,35.0,114.0,310.0,-666666666.0,0.0,60.0,493.0,135.0,322.0,21,49278
"Gratz city, Kentucky",79,29.1,38750,0.0,0.3238,79.0,0.0,28.0,34.0,-666666666.0,0.0,19.0,29.0,15.0,7.0,21,32428
"Science Hill city, Kentucky",665,35.4,32500,18.0,0.5522,634.0,40.0,138.0,296.0,38000.0,0.0,127.0,332.0,46.0,166.0,21,68952
"Eddyville city, Kentucky",2548,38.5,34205,12.0,0.4757,2270.0,151.0,375.0,856.0,53452.0,76.0,375.0,1098.0,238.0,415.0,21,23824
"Berea city, Kentucky",15474,30.7,44292,349.0,0.4385,14110.0,1643.0,3523.0,7172.0,41814.0,717.0,3384.0,5985.0,477.0,2850.0,21,05842
"Warfield city, Kentucky",205,36.4,30417,5.0,0.4214,205.0,4.0,42.0,60.0,-666666666.0,0.0,24.0,123.0,40.0,65.0,21,80616
"Tompkinsville city, Kentucky",2966,37.6,31364,115.0,0.483,2655.0,123.0,680.0,1239.0,31756.0,72.0,597.0,1371.0,149.0,649.0,21,77160
"Jeffersonville city, Kentucky",1973,38.9,43527,54.0,0.4079,1941.0,91.0,455.0,862.0,34306.0,12.0,437.0,835.0,116.0,550.0,21,40240
"Bremen city, Kentucky",292,37.4,37708,12.0,0.6059,286.0,4.0,78.0,116.0,39583.0,1.0,78.0,136.0,32.0,46.0,21,09406
"Falmouth city, Kentucky",2577,35.9,31517,71.0,0.43,2511.0,76.0,610.0,1181.0,42045.0,22.0,572.0,1140.0,135.0,542.0,21,26434
"Westphalia CDP, Maryland",9944,39.3,123077,193.0,0.3202,685.0,1736.0,2362.0,5924.0,114792.0,869.0,2120.0,3687.0,139.0,3242.0,24,83290
"Wheaton CDP, Maryland",50229,36.2,85617,1552.0,0.4132,17019.0,6643.0,11450.0,29770.0,54705.0,21887.0,9815.0,16257.0,976.0,9867.0,24,83775
"Whitehaven CDP, Maryland",64,13.8,-666666666,0.0,-666666666.0,0.0,13.0,36.0,15.0,-666666666.0,0.0,0.0,13.0,0.0,13.0,24,84225
"Williston CDP, Maryland",96,62.4,-666666666,0.0,0.3797,96.0,16.0,0.0,44.0,-666666666.0,0.0,0.0,51.0,10.0,41.0,24,85175
"Woodland CDP, Maryland",37,67.6,29444,0.0,0.1495,37.0,0.0,0.0,13.0,-666666666.0,0.0,0.0,30.0,0.0,30.0,24,86275
"Worton CDP, Maryland",79,58.1,-666666666,0.0,0.3666,79.0,0.0,18.0,24.0,-666666666.0,0.0,18.0,73.0,27.0,46.0,24,87000
"Yarrowsburg CDP, Maryland",275,57.2,-666666666,101.0,0.2392,275.0,44.0,0.0,224.0,-666666666.0,0.0,0.0,138.0,48.0,90.0,24,87150
"Zihlman CDP, Maryland",369,43.8,43625,6.0,0.418,362.0,30.0,40.0,200.0,-666666666.0,4.0,32.0,184.0,41.0,118.0,24,87275
"Friendship Heights Village CDP, Maryland",5396,46.7,113490,100.0,0.4727,4227.0,1152.0,730.0,3140.0,91765.0,1687.0,730.0,3056.0,99.0,931.0,24,30800
"Fulton CDP, Maryland",4326,38.4,175446,40.0,0.3957,2408.0,752.0,1487.0,2268.0,132794.0,641.0,1475.0,1433.0,38.0,1242.0,24,31025
"Galesville CDP, Maryland",645,56.3,76429,32.0,0.4822,441.0,105.0,111.0,320.0,-666666666.0,9.0,103.0,318.0,72.0,149.0,24,31275
