PC1,PC2
-0.3548967642144825,-0.48677083364558665
-0.37462221889545927,-0.4894897184778987
-0.2211176577330895,-0.4906237235358315
-0.2629091768568641,-0.4796521062934513
-0.33591693213400675,-0.4863072895869124
-0.3701600766354456,-0.49597434326345297
-0.05507468844852446,-0.49697396453065856
-0.36420780923170726,-0.4837418383050981
-0.3218192531350115,-0.4948950916874994
-0.43293530168783323,0.26479493438177387
3.77955951485751,-0.4108308657203561
-0.36638352489918324,-0.5029500069655797
-0.3649555889223794,-0.4885497177116669
-0.3778065191402642,-0.502205887879162
-0.3637777822054671,-0.4844681344523766
0.2913291700235426,-0.48236937353326187
0.036536471938843566,-0.49657445656498017
-0.36931450087542395,-0.4852240447000786
-0.4310995202096678,0.26919466067527226
0.9367567166424968,-0.4637447866283777
-0.3542786728850467,-0.48335475867739175
-0.4382012247902786,0.2566891496580979
-0.31734295050903333,-0.5004411478474883
-0.2793124586871699,-0.5020972356861155
-0.07527471564926609,-0.4797164242040507
-0.43415191750691134,0.2738201653926676
-0.3459351428411632,-0.48829097206154043
-0.3563996131069801,-0.4891448352901805
-0.3117817042718272,-0.5034626376846819
-0.37860751541802135,-0.48353433597168327
-0.08164149308398072,-0.4894258403697864
0.4985174181823729,-0.4871182156576791
-0.43522272716438803,0.2777295900293428
-0.42630562008515177,0.2624353333457769
-0.33122905105367845,-0.4895745771312283
-0.4870468190112668,2.1669720812992717
-0.37969161962459874,-0.5021373152485462
-0.35320652792009904,-0.4809383435232081
-0.23027515251956193,-0.4842114242500695
-0.3463472321580178,-0.4912548140767868
-0.43602391070832824,0.2756653457975332
-0.49126454992759777,2.169203226526787
-0.4325364378698594,0.2731667955366364
-0.3169444212703986,-0.4880121522371566
-0.35787711647579046,-0.4895014743320085
-0.2826911975777442,-0.4932687496626911
-0.15995968269813327,-0.5006729565846492
-0.38143861542668267,-0.48876611241933987
1.7191323833864487,-0.46089823225101295
-0.2604681080767373,-0.48636240868900826
-0.36015156645349244,-0.4843911285298898
3.017972397146116,-0.4257773439332651
-0.4336276908874576,0.27701779389269926
2.9735043808603727,-0.43889071013433567
0.8782383976359286,-0.4799710462165586
-0.14507475150182658,-0.4960748440898404
-0.2540453378849637,-0.5072909793072142
-0.21087147992974792,-0.4875469780586919
0.2142822656196029,-0.4824785002498195
-0.06681796682136386,-0.4876960453767287
0.16253983251438847,-0.49556697069334776
2.455016590145211,-0.46065172218517964
-0.14244202412126808,-0.4854046277588847
-0.16754703702456547,-0.48340318711210317
-0.33471559916799415,-0.48475566207441567
0.168271891549373,-0.49681549672252334
1.1141741093088804,-0.4686414591973023
0.876788354036323,-0.48208876994999017
-0.3021063163285783,-0.4916100216930362
-0.366667211653468,-0.5010000773635208
-0.10754571445503544,-0.49895161814134664
-0.3654635309055729,-0.4900158106625921
-0.28156226150613695,-0.4947810970604321
0.8304035568545846,-0.4773026908656577
-0.29183176378714115,-0.4867737711072712
-0.3063442469867471,-0.5067081627644665
-0.23176283214169038,-0.5033771560376081
-0.37397631309176455,-0.5022813988685464
3.468415125728864,-0.44447344532259936
-0.33361179263748636,-0.4944984412188248
-0.3428266014060527,-0.49707846977300635
-0.35211879863929085,-0.4846143196153948
-0.3430339830668512,-0.5083241492620786
-0.24512418764380164,-0.5004993862594981
-0.35969820726798,-0.5059279120478243
0.6747049658993962,-0.4734068395864247
0.37864171784817924,-0.47991567618936254
1.381834349494803,-0.4681359311219437
0.12796549303808774,-0.4801906016615602
-0.3247543141737364,-0.4959260098492953
-0.02085347214628593,-0.47881095948844044
-0.3614105553357182,-0.49065602911552936
-0.2667584315344233,-0.4933634001596682
-0.3340766611041275,-0.48845873817699326
-0.3687928368051223,-0.4857817878181723
-0.21961539347743933,-0.49775094613627274
-0.33845799923579345,-0.48568405376370255
-0.3766043819655508,-0.5072192846964213
-0.30796066505779807,-0.5001030730779359
-0.29088317326460666,-0.49804865683787325
-0.016314243264259152,-0.47949372430543075
1.091764903575835,-0.4685134466154133
-0.10270767758709565,-0.4992994423375292
-0.09864044509792866,-0.4999349957524581
-0.3662542455489553,-0.5022416167860184
-0.010595663563325742,-0.47863779643020576
-0.1939037603296173,-0.5007254264328826
-0.3366846333626521,-0.5026279201426647
-0.31852243779478995,-0.48067337907512586
-0.368835549486373,-0.5004420784991302
-0.32329572465752304,-0.48179407218162035
-0.32270446767200067,-0.48305526524426057
-0.28207629532020356,-0.4886597565504193
-0.09299908534000817,-0.4897510050237592
-0.3190492230178446,-0.48527886907024087
-0.3099251915417652,-0.49264847014862806
-0.37515228973947273,-0.48462296141892724
-0.2586185736028779,-0.49026048185299637
-0.4214506115687998,0.2676870253330918
0.2861217985157918,-0.4817647245011377
-0.3630652712221349,-0.49660614116119833
-0.3458639796321657,-0.4993060604555782
-0.3710479220270619,-0.5010587933146228
-0.13071805318487645,-0.4805885801251237
-0.3612187927978041,-0.48469491245873736
-0.3365238747617555,-0.49130959026867427
-0.3695784392385363,-0.4832568892089629
-0.08546910493613981,-0.4812413832010258
-0.3506860436545307,-0.48512693878635604
-0.15848474361010254,-0.49606362513748326
-0.3664375040598318,-0.48497205563272905
-0.345797968297063,-0.4898570225234346
-0.4369912902521618,0.26452518274627224
-0.06256575273835038,-0.48744177569361147
0.2721097190459708,-0.4716511098168221
-0.4363490274377505,0.26221454405182343
-0.37172440665209505,-0.4856768766711946
3.2110368202794657,-0.4451726172316841
-0.3769441385730345,-0.49359777558422574
-0.35666400037800233,-0.5013536656401548
-0.3806600302834255,-0.48117764290004766
-0.2803255155849059,-0.49558878360787856
-0.37123001400395333,-0.49314976227530843
-0.33975030033859815,-0.5015450723653032
-0.3269134917239198,-0.4955613090291132
0.09170204803353055,-0.4740159373976154
-0.4358133383499546,0.2650437973271146
-0.3529234045899343,-0.49811103507938365
-0.2161557506530927,-0.4877958630614959
-0.33671477487801876,-0.4925392314489315
-0.4314105838246663,0.261964718458414
1.3633446191028686,-0.4695896662978809
-0.2533985349681748,-0.4974171324400612
-0.22782865380842446,-0.4937907194918019
-0.3805275731162337,-0.49524132505936275
-0.38266204597122017,-0.5002441793858653
-0.3630446161999313,-0.4993450328209495
-0.36510836564967414,-0.490565229000063
-0.19152923787395737,-0.4950623365864611
0.07693947716057231,-0.48578547286670926
-0.2865237945022835,-0.5019372962099926
-0.43714401161935823,0.2574827533350946
-0.2318688530968084,-0.47912879805736636
-0.27279179976835294,-0.4978953373225891
-0.25097161604024376,-0.48699647806155977
-0.3734169556117125,-0.4973881294617809
-0.11353049080122789,-0.4823738254617966
-0.3106797057489893,-0.4981650435074398
-0.4371973599102216,0.2745553724762604
-0.06821600418077584,-0.4965951023537948
-0.21453268524665642,-0.4977082481390502
-0.4328586891552683,1.3963721517663759
-0.3660449405052322,-0.4811371586012896
-0.37458918071714936,-0.4894696381161674
-0.3719819191209453,-0.4946777409177489
-0.3764765471262748,-0.4827732355506557
-0.32510503863288104,-0.4863441329090711
0.3160391725405177,-0.48327657523997414
-0.32751822643827144,-0.48515375855847837
2.250046475340012,-0.43393389386555914
0.00019619174767828503,-0.4797613672111367
-0.3581039811184096,-0.4990911539918393
0.8366728313788419,-0.4598963101757989
-0.24932185664604206,0.2724735684413252
-0.06550304993287763,-0.4885924157288654
-0.34375956099861055,-0.4808190807860734
-0.28013748016726525,-0.4794854764799851
-0.26915412910792524,-0.47348270290302763
-0.3368992362880603,-0.49760578744576217
3.0475326446431916,-0.41793013212499963
-0.2688206026821616,-0.48321340190607165
-0.08887900190267832,-0.4927644550398522
-0.36523726607197343,-0.47931815116118015
0.3224841467789722,-0.47332776289813205
-0.35841042323146044,-0.48450113714562626
0.03456843456221216,-0.47476469057621645
13.952727432150771,-0.20559948969025887
-0.5928818731640242,10.637878253194865
-0.408137492095885,0.26727802032762804
-0.41445184633430104,0.2887378138795356
-0.2857060861754185,0.26937387753315095
-0.3782411901167089,0.2790425549650818
-0.3262111696428228,-0.48404285610471703
-0.31215293877049377,-0.48144438395625067
-0.5700833380905098,10.63517303393598
-0.21498337483249091,-0.47533959288431293
-0.43359839798986194,2.1630414992710354
-0.4018575329006061,0.27186293407026463
-0.3904043582704908,0.26720829863794016
-0.41973257216433074,0.2655648252151757
-0.5362369701818672,6.584923838878303
-0.4062093451020612,0.2665996403869591
-0.5932698799515247,10.648980641130834
-0.42302737945948077,0.28278799733059107
-0.40503829439916494,0.2675011195965151
-0.4017266271041218,0.2653500414174399
-0.4240288563845299,0.28878749475052584
-0.41296323615504704,0.2702689171602436
-0.38725505071910005,0.2854571138347111
-0.38531493661235816,0.28239316726475333
-0.47262115980975883,2.17131956865865
-0.42321257440265414,0.28467994944018526
-0.3503491121035452,-0.4773828931468791
-0.5309935403705179,6.57155415905715
-0.47079114895475793,2.1656000066316428
-0.33162387282927813,-0.47132529072071305
-0.4100616095102637,0.28807245226217754
-0.4064208078069041,0.28877906993795394
-0.4727986501817881,2.1830462358041367
-0.3314328198454185,-0.4899139676681901
-0.36009794718706184,-0.4833813608599905
-0.3450180924953605,-0.4833127617719999
-0.3660629276817705,-0.4825418767223336
-0.28235105041800235,-0.48454379071481724
-0.33912304580092983,-0.48997728361106024
-0.20447551545170584,-0.4915469367150598
-0.3659944849044615,-0.49663433050321587
-0.10775464711705922,-0.4926960310657009
-0.4173249750015895,0.2681196970910984
-0.4252677316367422,0.2710557041875976
-0.2447728326574708,-0.4737591513506244
0.02270225579105366,-0.47438876432565263
-0.4151351024786589,0.2836488429567621
-0.39040834932962887,0.28419203361260004
-0.4123693109289965,0.28373121017573766
-0.38308341082946634,0.28421698366307957
-0.42589680926096835,0.28314236866923914
-0.3796118952430474,0.2835484018333263
-0.46170511851511165,2.183117652447174
-0.4185015303742669,0.28354875660833306
-0.40399109463858024,0.2832937027345124
-0.1934135338945586,-0.47537370094936165
-0.3717057424462954,0.2839391147617955
-0.41070066908463027,0.2831777058447958
-0.3488109742002557,0.28385771057217274
-0.4111576839786285,0.28306916721019537
-0.3783826929050599,0.28350377376005714
-0.34897941700822144,-0.47790669751719866
-0.5670307826754588,10.652557098912466
-0.45484405147536094,2.183045234742173
-0.42168940135412675,0.2827714640220055
-0.4078821545192963,0.2826496263023542
-0.42272097438701844,0.2827142310879782
-0.23366237300511064,-0.4763016618694905
-0.4177095437715175,0.2822198807534747
-0.26526875151545876,-0.4764603956661254
-0.40370578840173793,0.28246247375660744
-0.35868017072988556,-0.47883736187908094
-0.5372168151962085,6.252364713056693
-0.360629386399964,0.28284392108527484
-0.4158092023102224,0.282058463657785
-0.4804626929808228,2.181470708792603
-0.46988176021775274,2.181556805847993
-0.35487531079199963,-0.47904215685585955
-0.45699552302503066,2.1816500905538323
-0.28862532013388464,-0.4786596249236393
-0.4087132427298391,0.2816424957230613
-0.07200302565420018,0.2881423419574612
0.8790706541629324,-0.44906259609508925
3.5513177220053964,-0.4070223705101276
1.6227611088326233,-0.44885669352029944
1.0201668841182563,-0.4614522323949203
-0.4557159136972681,2.1798373897795233
0.2818441970672854,-0.4671474746916131
-0.5895145607264881,10.648733137410066
-0.4231900242884853,0.2794729592405111
-0.4651881339693693,2.179266385225819
-0.42149078877284607,2.1801133026522774
-0.4155036034059234,0.2795458863936833
0.004111596808295387,0.2886754676856336
-0.4000506370751446,0.27938434503811327
-0.08326210834047292,-0.47595607248135835
-0.4757479805841677,2.178965353152766
-0.47940560587270487,2.1788860099464253
1.3230690597999863,-0.4491283571201285
-0.11922631399496772,-0.47608948682223756
-0.38890825514795996,0.2795138778299241
-0.3974904030196399,1.417720973053557
-0.38170788784177717,0.2790078845866218
-0.46115748131947576,2.178258295492811
-0.47381640905525596,2.177903592828199
-0.07324255767410102,-0.47703756430384064
-0.4054818419767162,0.2781255114522306
0.13891028012983933,-0.4905036729414125
0.5208638391347894,-0.4760079946752591
0.2811817999803216,-0.4723710170570758
-0.36443805052740125,-0.4847700789794441
-0.47048301863902525,2.1616344547978947
2.6657620513744753,-0.43952904561973016
0.0695958123170029,-0.4802005280760437
-0.18711135016074001,-0.48712963851397517
1.1738334298581294,-0.46456145214778094
7.049551574669079,-0.3108328202519338
-0.021606170854704503,-0.47274437538725544
-0.18492921359986203,-0.47871792773500504
-0.2702788884318221,-0.4817954951125121
-0.31021715125792326,-0.4901475961277734
-0.0019347894035082276,-0.4718502109567141
-0.0533845727999128,-0.47763973558508327
-0.35370008804054137,-0.4990244263387861
0.5568636020474218,-0.461442591293802
66.88742439172466,0.9683507425897783
-0.42569022329926504,0.2848906294281293
0.21524289484329334,-0.4716827656949204
6.014637460710546,-0.34107576005711054
4.725196011299819,-0.3748095955348386
-0.42251670986945744,0.2872027135938775
-0.4232227352896505,0.2808613593497885
-0.4206126354642064,0.2875013733161205
-0.42018236386263175,0.2824872586944228
-0.18079220313831082,-0.49346388941081987
-0.36214176724223446,-0.4826840981094271
-0.5864042908555485,10.646847310108816
-0.4743144787071083,2.1763755902632314
-0.3951365441017124,0.26289808203488835
-0.4170237031257219,0.26128687155884106
-0.5923099084765928,10.630257176927737
-0.4195082024144189,0.26894139212044155
-0.31573345006368303,-0.4930660208733863
-0.3394310785340848,1.4274510422652265
-0.4100890635625564,0.28419098418651023
-0.5921348558142201,10.651654456657715
-0.42213749860178756,0.2822343341030971
-0.42166484143378924,0.26722201605106605
-0.356924182625158,-0.49406341948138705
-0.5906650185657873,10.644239983855185
-0.4151863565529244,0.27100453448074135
-0.41730532450008373,0.2682867417270606
-0.33111010581090405,-0.49991163260179344
-0.33042286269824656,-0.4968630359608634
-0.4445797100064093,2.1660455593035985
-0.27180122733341777,-0.49494819853135497
-0.260730969586361,-0.4803839414897526
-0.3154833936620193,-0.4812410684286944
-0.32758048921831384,-0.47731262424045723
-0.579332268366539,10.633828139685516
0.13525387212262327,-0.48819736525504465
-0.4202687833932632,0.27542151881822585
-0.36814831732836023,0.2759361279410902
-0.38989527949756847,0.2756303795184148
-0.39754803372914976,2.17656230369315
-0.22472436064155385,-0.48403166308569945
-0.5897333223513216,10.644232454611485
-0.38062477994733185,0.2755173445988338
-0.42040926278781476,0.285623558668813
-0.3752031147848223,0.2697939711707699
-0.3467853540591167,0.2841185890746389
-0.4057288748531889,0.2706868175014096
-0.12348911725200223,-0.4856103467675243
-0.26103845546775195,0.27127451973053873
-0.18310611831688747,-0.4978643115591858
1.096063427496212,-0.44874782370043576
-0.3971921507729135,0.27908983077300165
-0.32763759794506353,-0.49846119608330786
2.8036726861606756,-0.41994265435119843
-0.2614998015726143,-0.4750316337952253
-0.2289496401457904,-0.4907824956000608
0.7453288585191071,-0.47522188298914825
-0.000396140387200328,0.2871149254696196
-0.3253525572786245,-0.4792338205668507
-0.4580272794126475,2.181303937430215
-0.26128894895813254,-0.4781583831677285
-0.41947615782422165,0.28136437952037224
-0.38318215833492053,0.28173523194086725
-0.41638439570471925,0.2810448287782348
-0.3877199745559222,0.262756177163982
-0.3080774180505159,-0.4834186284035792
-0.04701318700216099,-0.47807928214053813
-0.41037476271925566,0.27280945007049495
-0.3422239323322712,0.26933097164592573
-0.0944331528304372,-0.47574107635069324
-0.18861657509449292,-0.4705654239550414
3.2575956731406364,-0.3909641707483043
3.607042987782442,-0.4022300626285338
-0.4696547294184968,2.184982450988271
-0.044542386421240344,-0.4764285394585461
0.7317290854826354,-0.4736633725679326
3.246758217367088,-0.37540816571127394
-0.3261262933343843,-0.4753667699346153
0.4209164398369676,-0.45971298412283185
-0.08102716608594564,-0.4977377570350748
-0.2975886730973473,-0.4749319456746246
1.002885368163864,-0.4494703377837738
0.03861394893040786,-0.470504858148478
0.14679369017637384,-0.47391294005215606
1.0688091711534808,-0.44479880503682573
1.7610329346439306,-0.4295180680861794
-0.011657429323083338,-0.4764673066937183
0.6284930887483121,-0.46553958053039585
-0.19826914891968894,-0.4849927911672945
-0.21207817711918264,-0.4880810243161985
-0.1858235946998089,-0.48384002066603854
1.3147173029444652,-0.46744011907355737
-0.37359950470860315,0.282144693073487
-0.3420893462332416,0.2687137310894335
4.274065451426049,-0.39344986186779246
4.894138192954005,-0.387701126191446
0.04492158598142827,-0.4916093559594213
1.816089364558762,-0.4239570718280342
-0.43604567714604353,2.181942187897529
-0.44982230917973126,2.170318023589929
-0.34701946940732964,0.2865491036221422
0.15455017009160343,-0.4698318377739287
-0.3083513850262115,0.28708994815905975
2.0011532426917245,-0.42481218259184544
-0.1433708738258876,-0.47270791975035076
0.049503625377442025,-0.47743289755466684
-0.46875216170421286,2.174941894678256
-0.3518859605202885,0.27639954905839537
1.6691583864794377,-0.4585491023674104
-0.42828609162134623,0.2803031491435024
-0.4275969602912222,0.27786553683665544
1.2792927549549544,-0.4566031183475156
-0.19175316132261477,-0.4853491912009427
0.14091021272300916,-0.48509435563106434
0.3329361801644445,-0.4625793401822898
-0.16023734310326906,0.2894601009968099
-0.3265172153472951,-0.4790586725624781
0.04787973245554592,-0.4692252953235159
0.19941732067544554,-0.48247541527021154
-0.371989719919944,0.2619464456487376
2.960274759502836,-0.4203665571386074
0.5364588927551512,-0.4782331114379354
0.009902160085902636,-0.4709854620076962
1.072197964079055,-0.46150562987744753
26.128272523861423,0.016066595521891866
0.20234718043817707,-0.4890471799866328
1.7060836297471118,-0.446009808526064
2.3376923228072335,-0.428526491134526
-0.5318149546741938,6.258379420125323
-0.4782729586508803,2.187549071622438
0.8782444266594016,-0.45366987970729533
-0.40621876440984794,0.2880516249755444
-0.4766961023239304,2.187406500943542
-0.42194376753860063,0.2875789397596944
-0.38507733097314695,0.28779429387348926
-0.36157129738351584,0.288715447170083
-0.47363484577510245,2.18679187161496
-0.14803764240300707,-0.46904474406634633
-0.5939744057380372,10.655825393650993
-0.5887390562918239,10.655773730957943
-0.297148463453792,0.2888695201178646
-0.40827192356295994,0.2867989102283945
-0.3899517255382584,0.28626200880218644
-0.47759469623052847,2.1854484291136185
-0.47743582745926955,2.1861467301115676
-0.40807583828540084,0.2862007991452917
-0.4763382040867687,2.18548321478865
-0.35302766601272706,0.28720242756077236
-0.3589712888878144,0.28633438056330834
-0.4004537655753727,0.2855167706561567
-0.47644784676652735,2.184729058620501
-0.3885554094633134,0.2857419920296838
-0.384703564260353,0.2858355904474019
-0.47194305171149115,2.1850421373127356
-0.40735140795318225,0.28496416217570564
-0.3600630198105232,0.2854382038904051
-0.4137608694352951,0.28451077814592274
-0.47824572097353313,2.184071541855115
2.5190586224378975,-0.41834993123604547
-0.41667222713383034,0.2637226173642431
-0.38020817168163284,0.264599311899812
-0.4271917794123035,2.164703164445403
-0.4220105604117089,0.2638315839715571
-0.2869235508111253,0.2660871967013364
-0.5875583714576771,10.633049888273456
-0.1268400242183005,0.26819725026799557
-0.4210233939735771,0.26372083124448015
-0.16752209071125065,-0.49318484891830866
-0.30537783952148934,0.26525290765382287
-0.41876461834498374,0.26369742472382823
-0.4139011652064401,0.26383400398773793
-0.4046582450967896,0.2638222163882127
-0.4218157264242407,0.26362110826546475
-0.3314471784198745,0.26538068300462764
-0.5760009169408385,10.633125074776666
-0.10494547826370129,-0.4914611139134094
-0.37215033931554126,0.2643375578403473
-0.3789581972017056,0.26393765776423633
1.1044323112237315,-0.46735531613520087
0.04298360238706595,-0.49102242915481226
0.6007322201497106,-0.47839961668557274
-0.4675921320398533,2.163014805470193
-0.46131686234705116,2.163141056423049
-0.4756769754278953,2.162498091942626
-0.09365352008342154,-0.4931426275476595
-0.5072981603678687,6.233787278494123
-0.5945788789035639,10.631674821330302
-0.5869118170353337,10.63185049621079
-0.47664263300221915,2.1623634405735412
-0.38078327272896173,0.2635232858442455
-0.1779808272857959,-0.4955655133463824
-0.4049351485985926,0.2628321742581704
0.18831612006977663,-0.4876040165239791
-0.4069997524916266,0.2620230246548592
-0.19487213974484793,0.2667899618006457
-0.2072222244409675,-0.4964050228744136
-0.40700515213660554,0.2619004420588034
0.1829160176364962,-0.48533747453953946
3.33730070640294,-0.4155966714556589
-0.38981574691937443,0.28678623223511274
0.7033609018572219,-0.446816209426344
-0.4080655271711403,0.28115678772548225
0.42570978167187484,-0.4608800641850653
-0.3212099630325811,-0.47563222168927133
4.490026355951637,-0.37768756984939056
-0.18784091420549937,-0.49780394953527135
-0.10917626859756341,-0.47974538308843057
-0.2905848779927851,-0.4861360539432166
0.014164451103834652,-0.47151093362810714
2.624866227506727,-0.41701455809319626
-0.3211064590385937,0.2867385317914206
4.7256000883980285,-0.3861771438755657
-0.32994748249139677,-0.48290961152369577
1.4963870801776604,-0.4606079011887506
4.234996354230614,-0.38972632908684596
-0.018087754310257057,-0.4865884607596502
-0.4333390845206873,2.1815463018332792
-0.47987841630348044,2.1807309860055075
-0.34618062598726107,0.2825235824698504
-0.415876843539914,0.2810615381390433
-0.4752953404734343,2.1806748188020335
-0.41589871396669864,0.28072135702957646
0.24548484285668737,-0.4653699080788813
-0.3413893875816387,-0.4798339455292506
-0.41318324043229254,0.28064817701219247
-0.4715767573835527,2.180342651802406
-0.2925817314197203,-0.4795268930342224
-0.42134821985721693,0.28036044619419176
-0.4120023104477083,0.2806274692028435
-0.40640725135401107,0.2806326306519481
-0.5360999869071423,6.250698195914373
0.30094263147543376,-0.46791381926415077
-0.14286584108529124,-0.47727851091956425
-0.09349354083772547,-0.47675298370998803
-0.328431440272083,-0.48035134331172125
-0.4093441813542187,0.279758540053925
-0.3279037048117505,-0.4807277625253751
-0.4704224745046332,2.179480766228916
0.9968272008265647,-0.45509901779647255
-0.314998396381453,-0.49532504153641616
-0.35104393620654384,-0.48226933649605747
-0.24237082775663665,-0.4953643967891316
-0.2748110342840866,-0.4936583968178474
-0.2915973836875892,0.2776617645295263
0.022362776023402094,-0.48957346780010313
-0.4455762224823065,2.1818153331392174
-0.36272912870429674,-0.4811816236966238
-0.3423704864087126,-0.4910495601163276
-0.2257050496456649,-0.47903328341776563
-0.4201404366077943,0.2635392403637345
-0.4194917707654571,0.26790599594665365
1.4010760476563175,-0.4582649988803804
-0.3224478469413177,-0.47549992601594876
-0.30993024996051416,-0.47588345614972366
-0.35935743718042146,-0.4939818071114434
0.06484299692279102,-0.48965066918890826
-0.25679585539973043,-0.4767513744673739
-0.25004840550258495,-0.47450642655863684
-0.358976075059142,-0.4920288053022295
-0.3439795025828375,-0.4950028872288954
-0.3052723076014259,-0.4818889932215395
-0.2994846786537743,-0.4780924441752501
-0.34441987495219895,-0.47609216766366036
-0.3641064566204113,-0.4899778251917942
-0.29780477560206586,-0.48997222209532637
-0.4261974652156374,0.26398775455257084
-0.16493742100045297,-0.47879743768561794
-0.21714669499952333,-0.4778174931300873
-0.032448214446605846,-0.47572946317269243
-0.29825133378512647,-0.4815033292385894
0.37298599349593853,-0.4813749972216415
-0.35692995392069876,-0.48564971819890723
-0.34898237818821626,-0.4837624462268938
-0.3284763735566418,-0.47859394546474915
-0.14469625585548118,-0.4844795803201131
-0.3335247746118864,-0.48811907079529104
-0.33335929557288313,-0.4728351295842672
-0.2092677177868229,-0.4879907192406174
-0.3444610188479828,-0.4844879420286188
-0.1942441863822306,-0.48840754174632345
-0.24362885051581162,0.26650162716557324
2.5568807068533563,-0.4454609468068028
-0.19127109740578618,-0.47054136140864034
-0.23047271409588868,0.2773624001395995
1.2678171599756907,-0.4512636941408593
